Id,MSSubClass,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageYrBlt,MoSold,YrSold,SalePrice,Base
2081.0,50.0,60.0,7200.0,1954.0,1954.0,854.0,854.0,1278.0,1954.0,4.0,2008.0,186711.715848082,0.0
2083.0,50.0,60.0,7200.0,1955.0,1967.0,768.0,1024.0,1588.0,1955.0,3.0,2008.0,172330.943236652,0.0
2084.0,20.0,60.0,7200.0,1954.0,1954.0,825.0,825.0,825.0,1954.0,7.0,2008.0,163474.633393212,0.0
2085.0,20.0,69.0,7590.0,1963.0,1963.0,1117.0,1117.0,1117.0,1963.0,5.0,2008.0,175308.263299874,0.0
2086.0,20.0,56.0,9836.0,2008.0,2008.0,192.0,1133.0,1133.0,2008.0,12.0,2008.0,187462.725306432,0.0
2087.0,50.0,57.0,9184.0,1948.0,2005.0,780.0,948.0,1323.0,1948.0,7.0,2008.0,180655.101535034,0.0
2088.0,70.0,80.0,4800.0,1910.0,2003.0,680.0,680.0,1360.0,1910.0,1.0,2008.0,152121.98603454,0.0
2089.0,30.0,60.0,4800.0,1940.0,1950.0,672.0,672.0,672.0,1950.0,8.0,2008.0,159856.233909727,0.0
2090.0,75.0,60.0,6000.0,1915.0,2005.0,728.0,728.0,1456.0,1915.0,6.0,2008.0,186559.854936737,0.0
2092.0,50.0,63.0,7628.0,1940.0,1985.0,801.0,1095.0,1656.0,1958.0,5.0,2008.0,162107.168699296,0.0
2093.0,50.0,81.0,7308.0,1920.0,1950.0,936.0,960.0,1740.0,1920.0,6.0,2008.0,162582.288981283,0.0
2095.0,190.0,60.0,10800.0,1940.0,1950.0,884.0,884.0,1436.0,1940.0,5.0,2008.0,181625.666399474,0.0
2096.0,30.0,60.0,6756.0,1910.0,1950.0,481.0,899.0,899.0,1930.0,9.0,2008.0,164810.609473548,0.0
2098.0,50.0,75.0,9000.0,1946.0,1950.0,904.0,904.0,1499.0,1959.0,6.0,2008.0,179188.089925259,0.0
2099.0,20.0,62.0,7311.0,1946.0,1950.0,407.0,407.0,407.0,1949.0,3.0,2008.0,145997.635377703,0.0
2101.0,190.0,69.0,9142.0,1900.0,2006.0,797.0,830.0,1627.0,1950.0,2.0,2008.0,188323.861214226,0.0
2102.0,75.0,53.0,5350.0,1920.0,1965.0,624.0,730.0,1450.0,1935.0,3.0,2008.0,168690.0722914,0.0
2103.0,50.0,69.0,9143.0,1900.0,2003.0,346.0,709.0,1017.0,1961.0,5.0,2008.0,165088.746797705,0.0
2104.0,190.0,60.0,9600.0,1920.0,1960.0,973.0,1377.0,2350.0,1930.0,4.0,2008.0,191435.007885166,0.0
2106.0,70.0,60.0,11340.0,1920.0,1950.0,723.0,723.0,1086.0,1920.0,11.0,2008.0,176041.882371574,0.0
2107.0,70.0,60.0,10800.0,1890.0,1999.0,1313.0,1313.0,2495.0,1950.0,12.0,2008.0,215911.674390325,0.0
2108.0,20.0,65.0,9750.0,1959.0,1959.0,984.0,984.0,984.0,1959.0,6.0,2008.0,167388.238629016,0.0
2109.0,20.0,52.0,8516.0,1958.0,2006.0,869.0,1093.0,1093.0,1959.0,5.0,2008.0,163854.786753017,0.0
2110.0,30.0,55.0,7111.0,1928.0,1983.0,1008.0,1143.0,1143.0,1992.0,7.0,2008.0,163299.477980171,0.0
2113.0,50.0,50.0,5000.0,1941.0,2006.0,672.0,832.0,1210.0,1941.0,5.0,2008.0,170211.043976522,0.0
2114.0,70.0,59.0,5870.0,1900.0,2000.0,554.0,736.0,1290.0,1926.0,4.0,2008.0,170818.344786366,0.0
2115.0,50.0,50.0,6000.0,1940.0,1989.0,981.0,1014.0,1672.0,1940.0,7.0,2008.0,174388.867432503,0.0
2116.0,30.0,50.0,6000.0,1924.0,2003.0,949.0,949.0,949.0,1924.0,7.0,2008.0,161112.987374671,0.0
2117.0,50.0,50.0,6000.0,1937.0,2000.0,825.0,825.0,1497.0,2004.0,5.0,2008.0,172179.082325307,0.0
2118.0,50.0,50.0,6000.0,1939.0,1950.0,739.0,874.0,1342.0,1939.0,4.0,2008.0,157798.309713876,0.0
2119.0,45.0,50.0,5000.0,1926.0,1950.0,992.0,1013.0,1013.0,1926.0,4.0,2008.0,169106.151422924,0.0
2120.0,50.0,60.0,5520.0,1920.0,1997.0,565.0,565.0,1216.0,1920.0,4.0,2008.0,170129.531364292,0.0
2122.0,50.0,52.0,6240.0,1929.0,1950.0,704.0,624.0,1136.0,1990.0,8.0,2008.0,162690.209131977,0.0
2124.0,50.0,52.0,6240.0,1939.0,1950.0,989.0,1245.0,2009.0,1939.0,1.0,2008.0,181507.721372455,0.0
2125.0,70.0,51.0,6120.0,1923.0,1950.0,1100.0,1226.0,1902.0,1960.0,10.0,2008.0,191215.589752983,0.0
2126.0,50.0,60.0,9144.0,1915.0,2004.0,810.0,1170.0,1716.0,1970.0,3.0,2008.0,189432.689844522,0.0
2128.0,50.0,63.0,4347.0,1910.0,1950.0,796.0,825.0,1609.0,1910.0,6.0,2008.0,170030.807488363,0.0
2130.0,70.0,60.0,10266.0,1952.0,1952.0,768.0,768.0,1536.0,1952.0,5.0,2008.0,193850.613979055,0.0
2131.0,50.0,60.0,6876.0,1938.0,1958.0,1272.0,1272.0,1969.0,1938.0,11.0,2008.0,193808.319298263,0.0
2133.0,30.0,60.0,7200.0,1925.0,1992.0,1040.0,1040.0,1040.0,1993.0,7.0,2008.0,163474.633393212,0.0
2134.0,50.0,62.0,7006.0,1925.0,1950.0,768.0,788.0,1236.0,1985.0,8.0,2008.0,177473.606564978,0.0
2135.0,30.0,60.0,10320.0,1912.0,1991.0,451.0,759.0,759.0,1997.0,8.0,2008.0,157443.925537187,0.0
2137.0,20.0,82.0,9488.0,1947.0,1993.0,1046.0,1054.0,1054.0,1947.0,9.0,2008.0,183463.17030026,0.0
2139.0,80.0,80.0,13014.0,1978.0,1978.0,1008.0,1096.0,1096.0,1978.0,12.0,2008.0,193717.15117887,0.0
2140.0,20.0,68.0,10265.0,1967.0,2005.0,992.0,992.0,992.0,1967.0,7.0,2008.0,182782.55099007,0.0
2144.0,190.0,60.0,12900.0,1920.0,1950.0,1300.0,1140.0,1140.0,1920.0,1.0,2008.0,181338.976717529,0.0
2145.0,20.0,94.0,9239.0,1963.0,2003.0,960.0,960.0,960.0,1963.0,5.0,2008.0,178553.558537021,0.0
2146.0,20.0,88.0,14175.0,1956.0,1956.0,988.0,1188.0,1188.0,1956.0,6.0,2008.0,162820.928264556,0.0
2148.0,50.0,63.0,8375.0,1941.0,1973.0,576.0,864.0,1350.0,1973.0,6.0,2008.0,164682.185899437,0.0
2150.0,20.0,82.0,20270.0,1979.0,1979.0,1524.0,1524.0,1524.0,1979.0,4.0,2008.0,199158.097008868,0.0
2151.0,50.0,50.0,5190.0,1948.0,1950.0,570.0,617.0,1079.0,1948.0,1.0,2008.0,152889.520990566,0.0
2153.0,20.0,68.0,9571.0,1956.0,1956.0,1509.0,1509.0,1509.0,1956.0,7.0,2008.0,181416.732376013,0.0
2155.0,60.0,50.0,9360.0,1962.0,2001.0,621.0,621.0,1269.0,1962.0,11.0,2008.0,185421.046498812,0.0
2157.0,20.0,80.0,9938.0,1994.0,1994.0,1602.0,1626.0,1626.0,1994.0,4.0,2008.0,178824.324789223,0.0
2159.0,80.0,85.0,10541.0,1996.0,1996.0,672.0,1302.0,2037.0,1996.0,2.0,2008.0,177801.266806344,0.0
2160.0,60.0,65.0,10616.0,2007.0,2007.0,628.0,628.0,1356.0,2007.0,3.0,2008.0,179053.762236101,0.0
2161.0,20.0,65.0,9345.0,2007.0,2007.0,1615.0,1615.0,1615.0,2007.0,5.0,2008.0,178762.170601992,0.0
2162.0,20.0,91.0,11778.0,2008.0,2008.0,2271.0,2276.0,2276.0,2008.0,6.0,2008.0,184655.300458183,0.0
2163.0,20.0,91.0,11778.0,2008.0,2008.0,1751.0,1766.0,1766.0,2008.0,12.0,2008.0,191284.655779772,0.0
2166.0,20.0,65.0,9750.0,1994.0,1994.0,990.0,990.0,990.0,1997.0,8.0,2008.0,182873.903794044,0.0
2169.0,60.0,68.0,8998.0,2000.0,2000.0,782.0,782.0,1652.0,2000.0,6.0,2008.0,179184.153848562,0.0
2170.0,60.0,75.0,12192.0,2000.0,2001.0,928.0,928.0,1823.0,2000.0,5.0,2008.0,184365.175780982,0.0
2173.0,20.0,40.0,14330.0,1975.0,2001.0,864.0,1558.0,1558.0,1975.0,8.0,2008.0,178611.639373646,0.0
2177.0,60.0,41.0,10905.0,2003.0,2003.0,1129.0,1129.0,2327.0,2003.0,8.0,2008.0,198422.868144723,0.0
2178.0,60.0,96.0,11690.0,1999.0,2000.0,850.0,886.0,1764.0,1999.0,6.0,2008.0,184482.11308349,0.0
2180.0,90.0,83.0,10126.0,1997.0,1998.0,1838.0,1838.0,1838.0,1998.0,7.0,2008.0,169233.113601757,0.0
2181.0,20.0,75.0,9750.0,2004.0,2004.0,1445.0,1445.0,1445.0,2004.0,6.0,2008.0,180664.118686848,0.0
2182.0,20.0,85.0,11058.0,2007.0,2007.0,1564.0,1564.0,1564.0,2007.0,2.0,2008.0,178818.742632666,0.0
2183.0,20.0,74.0,9627.0,2007.0,2007.0,1351.0,1361.0,1361.0,2007.0,6.0,2008.0,180422.049969947,0.0
2184.0,20.0,75.0,9825.0,1966.0,1966.0,1092.0,1092.0,1092.0,1966.0,4.0,2008.0,178601.93645581,0.0
2185.0,85.0,64.0,12102.0,1976.0,1976.0,456.0,1033.0,1033.0,1976.0,4.0,2008.0,183083.159775993,0.0
2186.0,20.0,65.0,6500.0,1976.0,1976.0,1127.0,1127.0,1127.0,1991.0,5.0,2008.0,173163.101499699,0.0
2188.0,60.0,72.0,7200.0,1976.0,2001.0,684.0,684.0,1398.0,1976.0,2.0,2008.0,171226.050683054,0.0
2189.0,20.0,123.0,47007.0,1959.0,1996.0,0.0,3820.0,3820.0,1959.0,7.0,2008.0,281643.976116786,0.0
2195.0,20.0,68.0,9520.0,1953.0,1953.0,911.0,930.0,930.0,1953.0,5.0,2008.0,165830.697255197,0.0
2196.0,80.0,62.0,7692.0,1954.0,1954.0,416.0,1204.0,1204.0,1954.0,11.0,2008.0,182138.358533039,0.0
2197.0,30.0,67.0,5142.0,1923.0,2008.0,949.0,949.0,1292.0,1923.0,6.0,2008.0,171595.397975647,0.0
2198.0,30.0,60.0,7290.0,1921.0,1950.0,1228.0,1424.0,1424.0,1921.0,4.0,2008.0,160337.079183809,0.0
2199.0,90.0,64.0,7804.0,1930.0,1950.0,960.0,960.0,1920.0,1930.0,7.0,2008.0,191215.088671543,0.0
2200.0,70.0,66.0,8969.0,1926.0,1950.0,644.0,672.0,1316.0,2001.0,7.0,2008.0,166956.093232213,0.0
2201.0,50.0,63.0,15564.0,1914.0,1995.0,676.0,676.0,1264.0,1994.0,1.0,2008.0,186581.830878692,0.0
2202.0,70.0,54.0,7609.0,1925.0,1997.0,798.0,798.0,1512.0,1925.0,6.0,2008.0,176450.548582099,0.0
2206.0,20.0,79.0,7801.0,1951.0,1951.0,1091.0,1091.0,1091.0,1951.0,5.0,2008.0,162447.639333636,0.0
2207.0,70.0,100.0,9670.0,1935.0,1950.0,608.0,983.0,1873.0,1935.0,6.0,2008.0,193782.555676777,0.0
2208.0,50.0,70.0,12392.0,1950.0,2000.0,832.0,1218.0,2161.0,1994.0,4.0,2008.0,183653.890897141,0.0
2209.0,20.0,56.0,26073.0,1956.0,1956.0,1898.0,1898.0,1898.0,1956.0,4.0,2008.0,210578.623546866,0.0
2210.0,160.0,24.0,1879.0,1980.0,1980.0,516.0,516.0,1032.0,1980.0,12.0,2008.0,158527.164107319,0.0
2211.0,30.0,50.0,7000.0,1926.0,1998.0,894.0,919.0,919.0,1926.0,7.0,2008.0,163081.025723456,0.0
2212.0,50.0,60.0,6000.0,1940.0,2006.0,720.0,760.0,1090.0,1940.0,7.0,2008.0,174388.867432503,0.0
2214.0,80.0,75.0,6000.0,1967.0,1967.0,624.0,1092.0,1656.0,1967.0,7.0,2008.0,174388.867432503,0.0
2215.0,30.0,60.0,7392.0,1930.0,1995.0,520.0,912.0,912.0,1934.0,5.0,2008.0,161642.711648983,0.0
2216.0,50.0,75.0,9000.0,1958.0,1958.0,1151.0,1151.0,1955.0,1958.0,1.0,2008.0,186939.507215101,0.0
2217.0,20.0,80.0,14584.0,1952.0,1952.0,0.0,733.0,733.0,1952.0,2.0,2008.0,172482.165792649,0.0
2218.0,70.0,60.0,5280.0,1895.0,1950.0,173.0,825.0,1361.0,1895.0,7.0,2008.0,159695.999763546,0.0
2219.0,50.0,52.0,5150.0,1910.0,2000.0,356.0,671.0,1049.0,1910.0,5.0,2008.0,157230.369671007,0.0
2220.0,70.0,60.0,9000.0,1920.0,1950.0,592.0,432.0,864.0,1920.0,6.0,2008.0,179188.089925259,0.0
2221.0,120.0,44.0,3843.0,2007.0,2008.0,1596.0,1648.0,1648.0,2007.0,8.0,2008.0,157972.82120994,0.0
2222.0,120.0,44.0,3811.0,2004.0,2005.0,1594.0,1646.0,1646.0,2004.0,7.0,2008.0,156804.951429181,0.0
2225.0,90.0,76.0,10260.0,1976.0,1976.0,0.0,936.0,1872.0,1976.0,11.0,2008.0,200468.161070551,0.0
2226.0,20.0,74.0,9990.0,1991.0,1991.0,1680.0,1689.0,1689.0,1991.0,7.0,2008.0,182241.340444154,0.0
2227.0,120.0,42.0,4084.0,1986.0,1986.0,1277.0,1501.0,1501.0,1986.0,7.0,2008.0,157342.225898399,0.0
2228.0,20.0,74.0,11563.0,2006.0,2007.0,1518.0,1537.0,1537.0,2007.0,4.0,2008.0,182022.387105998,0.0
2229.0,60.0,107.0,12852.0,2007.0,2007.0,920.0,920.0,1780.0,2007.0,1.0,2008.0,181244.510876788,0.0
2230.0,80.0,73.0,9802.0,2006.0,2007.0,352.0,712.0,1442.0,2007.0,4.0,2008.0,178556.671573788,0.0
2231.0,60.0,81.0,12018.0,2008.0,2008.0,796.0,796.0,1612.0,2008.0,10.0,2008.0,189547.199876284,0.0
2232.0,20.0,75.0,12890.0,1989.0,1989.0,1495.0,1495.0,1495.0,1989.0,7.0,2008.0,187948.65165563,0.0
2233.0,20.0,93.0,18265.0,1986.0,1986.0,1256.0,1256.0,1256.0,1986.0,3.0,2008.0,194107.287565956,0.0
2234.0,20.0,82.0,11202.0,2003.0,2003.0,1432.0,1440.0,1440.0,2003.0,6.0,2008.0,183521.710369283,0.0
2236.0,20.0,79.0,11449.0,2007.0,2007.0,1884.0,1728.0,1728.0,2007.0,1.0,2008.0,178483.353073443,0.0
2237.0,20.0,85.0,11447.0,2005.0,2006.0,1964.0,1964.0,1964.0,2005.0,6.0,2008.0,184003.879764736,0.0
2238.0,90.0,97.0,8940.0,1997.0,1998.0,1344.0,1344.0,1344.0,1997.0,11.0,2008.0,171318.59033449,0.0
2240.0,120.0,32.0,4500.0,1997.0,1997.0,1189.0,1189.0,1189.0,1997.0,4.0,2008.0,154846.252190699,0.0
2241.0,85.0,150.0,14137.0,1964.0,1964.0,1200.0,1200.0,1200.0,1964.0,11.0,2008.0,194822.365690957,0.0
2243.0,160.0,41.0,2665.0,1976.0,1976.0,550.0,925.0,1475.0,1976.0,5.0,2008.0,178891.554489941,0.0
2244.0,180.0,21.0,1974.0,1973.0,2006.0,526.0,526.0,988.0,1973.0,6.0,2008.0,152084.772428865,0.0
2245.0,180.0,21.0,1596.0,1973.0,1973.0,462.0,526.0,988.0,1973.0,7.0,2008.0,139169.86642879,0.0
2248.0,20.0,59.0,6490.0,1983.0,1983.0,816.0,816.0,816.0,1983.0,4.0,2008.0,158762.648504781,0.0
2249.0,20.0,60.0,6600.0,1982.0,2005.0,845.0,845.0,845.0,1982.0,7.0,2008.0,175569.690441774,0.0
2250.0,20.0,74.0,12395.0,1984.0,1984.0,864.0,889.0,889.0,1984.0,4.0,2008.0,183659.795012187,0.0
2252.0,20.0,85.0,10667.0,1971.0,1971.0,1587.0,1587.0,1587.0,1971.0,3.0,2007.0,180051.809151659,0.0
2253.0,80.0,56.0,8872.0,1997.0,1997.0,384.0,754.0,1384.0,1997.0,3.0,2007.0,176519.18031559,0.0
2256.0,60.0,63.0,7875.0,1996.0,1996.0,691.0,691.0,1553.0,1996.0,8.0,2007.0,180081.508849842,0.0
2257.0,60.0,60.0,7500.0,1999.0,2003.0,938.0,957.0,2299.0,1999.0,8.0,2007.0,205895.254584712,0.0
2260.0,20.0,160.0,18160.0,1964.0,1964.0,1302.0,1128.0,1128.0,1964.0,3.0,2007.0,194798.320499104,0.0
2261.0,120.0,38.0,4740.0,1988.0,1988.0,1166.0,1179.0,1179.0,1988.0,10.0,2007.0,162845.613675766,0.0
2262.0,120.0,35.0,5118.0,1990.0,1990.0,1312.0,1321.0,1321.0,1990.0,8.0,2007.0,148103.867006579,0.0
2263.0,60.0,98.0,12328.0,2005.0,2005.0,1149.0,1164.0,2541.0,2005.0,7.0,2007.0,201016.171121215,0.0
2264.0,20.0,52.0,51974.0,2006.0,2007.0,2660.0,2338.0,2338.0,2005.0,6.0,2007.0,277936.12694354,0.0
2265.0,190.0,195.0,41600.0,1969.0,1990.0,1100.0,1424.0,1424.0,1969.0,11.0,2007.0,249768.279823405,0.0
2266.0,120.0,61.0,8035.0,2006.0,2006.0,1612.0,1612.0,1612.0,2006.0,3.0,2007.0,161596.052159825,0.0
2267.0,20.0,85.0,14082.0,2006.0,2006.0,2220.0,2234.0,2234.0,2006.0,1.0,2007.0,158011.114889899,0.0
2268.0,20.0,81.0,13870.0,2006.0,2007.0,1742.0,2042.0,2042.0,2007.0,10.0,2007.0,194089.683858004,0.0
2270.0,60.0,78.0,12090.0,1981.0,2003.0,725.0,725.0,1479.0,1981.0,3.0,2007.0,182852.32772198,0.0
2271.0,20.0,93.0,12299.0,1978.0,1985.0,1529.0,1664.0,1664.0,1978.0,9.0,2007.0,189893.003058465,0.0
2272.0,60.0,61.0,11339.0,1979.0,1979.0,780.0,1085.0,1930.0,1979.0,3.0,2007.0,194650.210979875,0.0
2273.0,20.0,79.0,11850.0,1984.0,1984.0,1153.0,1177.0,1177.0,1984.0,8.0,2007.0,187904.461286262,0.0
2274.0,20.0,80.0,10400.0,1979.0,1999.0,1259.0,1353.0,1353.0,1979.0,8.0,2007.0,171774.925622692,0.0
2275.0,20.0,128.0,13001.0,1971.0,1971.0,1625.0,1220.0,1220.0,1971.0,9.0,2007.0,177998.685921479,0.0
2276.0,80.0,64.0,8991.0,1976.0,1976.0,1228.0,1324.0,1324.0,1976.0,2.0,2007.0,175648.484325498,0.0
2277.0,60.0,80.0,8000.0,1974.0,1974.0,1084.0,1084.0,1877.0,1974.0,11.0,2007.0,196918.071362067,0.0
2278.0,20.0,63.0,9457.0,1970.0,1990.0,925.0,1422.0,1422.0,1988.0,9.0,2007.0,184299.838071218,0.0
2279.0,20.0,66.0,7920.0,1970.0,2002.0,914.0,914.0,914.0,1970.0,10.0,2007.0,182379.855682734,0.0
2281.0,120.0,33.0,4113.0,2001.0,2001.0,1337.0,1337.0,1337.0,2001.0,7.0,2007.0,158296.975970284,0.0
2282.0,120.0,26.0,10943.0,1997.0,1998.0,1405.0,1337.0,1337.0,1997.0,10.0,2007.0,175053.355553278,0.0
2283.0,160.0,21.0,2205.0,1973.0,1973.0,525.0,525.0,1092.0,1973.0,2.0,2007.0,162293.376090644,0.0
2284.0,160.0,21.0,2058.0,1973.0,1973.0,672.0,672.0,1218.0,1973.0,12.0,2007.0,186328.880047186,0.0
2285.0,120.0,24.0,2304.0,1978.0,1978.0,1061.0,1055.0,1055.0,1978.0,4.0,2007.0,151422.116936538,0.0
2286.0,20.0,65.0,7150.0,1966.0,1966.0,988.0,988.0,988.0,1974.0,11.0,2007.0,181969.358707768,0.0
2287.0,20.0,96.0,12469.0,2006.0,2007.0,1790.0,1816.0,1816.0,2007.0,8.0,2007.0,189122.67702416,0.0
2288.0,20.0,91.0,11825.0,2006.0,2007.0,1694.0,1694.0,1694.0,2006.0,6.0,2007.0,185645.475220346,0.0
2289.0,20.0,110.0,14333.0,2007.0,2007.0,2108.0,2122.0,2122.0,2007.0,11.0,2007.0,182829.898109257,0.0
2290.0,60.0,107.0,13641.0,2007.0,2007.0,1934.0,1943.0,2656.0,2007.0,12.0,2007.0,195848.788183328,0.0
2291.0,60.0,110.0,13440.0,2006.0,2007.0,1108.0,1148.0,2550.0,2006.0,3.0,2007.0,198785.059550672,0.0
2292.0,20.0,105.0,15431.0,2005.0,2006.0,1994.0,2046.0,2046.0,2005.0,8.0,2007.0,181676.126555428,0.0
2293.0,20.0,107.0,13891.0,2007.0,2007.0,2552.0,2552.0,2552.0,2007.0,10.0,2007.0,194131.012663328,0.0
2294.0,60.0,118.0,13654.0,2005.0,2006.0,1704.0,1722.0,2758.0,2005.0,5.0,2007.0,201416.004864508,0.0
2295.0,20.0,59.0,17169.0,2007.0,2007.0,2320.0,2290.0,2290.0,2007.0,8.0,2007.0,185096.577205616,0.0
2296.0,60.0,134.0,16659.0,2007.0,2008.0,1582.0,1582.0,2152.0,2007.0,6.0,2007.0,195158.972598372,0.0
2297.0,60.0,82.0,9709.0,2007.0,2007.0,918.0,958.0,2100.0,2007.0,9.0,2007.0,184795.783735112,0.0
2298.0,20.0,94.0,13615.0,2006.0,2006.0,1802.0,1802.0,1802.0,2006.0,6.0,2007.0,189168.263864671,0.0
2299.0,60.0,99.0,13069.0,2004.0,2004.0,1706.0,1718.0,2956.0,2004.0,8.0,2007.0,216855.260149095,0.0
2300.0,60.0,110.0,14277.0,2003.0,2003.0,1317.0,1217.0,2385.0,2003.0,1.0,2007.0,184946.642483576,0.0
2302.0,20.0,70.0,9926.0,2005.0,2006.0,1614.0,1614.0,1614.0,2005.0,5.0,2007.0,180803.277842406,0.0
2303.0,20.0,71.0,9254.0,2005.0,2005.0,1721.0,1721.0,1721.0,2005.0,1.0,2007.0,175061.18585763,0.0
2304.0,60.0,92.0,10732.0,2006.0,2007.0,1298.0,1298.0,1828.0,2006.0,2.0,2007.0,179074.839090732,0.0
2305.0,120.0,34.0,3901.0,2005.0,2006.0,1302.0,1302.0,1302.0,2005.0,8.0,2007.0,145708.764336107,0.0
2306.0,120.0,34.0,3903.0,2005.0,2006.0,1302.0,1302.0,1302.0,2005.0,5.0,2007.0,142398.022752011,0.0
2307.0,120.0,41.0,6289.0,2005.0,2006.0,1362.0,1362.0,1362.0,2005.0,6.0,2007.0,161474.534863641,0.0
2308.0,120.0,34.0,4590.0,2006.0,2006.0,1554.0,1554.0,1554.0,2006.0,5.0,2007.0,157025.945155458,0.0
2309.0,120.0,48.0,7841.0,2005.0,2005.0,1577.0,1577.0,1577.0,2005.0,5.0,2007.0,163424.037827357,0.0
2310.0,120.0,48.0,6240.0,2006.0,2006.0,1324.0,1324.0,1324.0,2006.0,9.0,2007.0,164692.778645345,0.0
2311.0,120.0,48.0,3242.0,2003.0,2003.0,1405.0,1405.0,1405.0,2003.0,3.0,2007.0,152163.2443541,0.0
2312.0,60.0,59.0,15810.0,2007.0,2007.0,768.0,768.0,1496.0,2007.0,5.0,2007.0,192383.215486656,0.0
2313.0,60.0,65.0,10237.0,2005.0,2006.0,768.0,768.0,1536.0,2005.0,6.0,2007.0,182520.230322476,0.0
2314.0,60.0,58.0,13204.0,2006.0,2007.0,608.0,608.0,1458.0,2007.0,5.0,2007.0,187254.507549722,0.0
2315.0,60.0,62.0,8857.0,2006.0,2006.0,738.0,738.0,1495.0,2006.0,3.0,2007.0,176489.659740359,0.0
2316.0,60.0,63.0,9729.0,2006.0,2007.0,698.0,698.0,1746.0,2007.0,6.0,2007.0,181520.466841293,0.0
2317.0,20.0,88.0,12216.0,2005.0,2005.0,1326.0,1326.0,1326.0,2005.0,6.0,2007.0,186414.978214721,0.0
2318.0,60.0,72.0,8229.0,2007.0,2007.0,752.0,752.0,1504.0,2007.0,12.0,2007.0,185197.764639705,0.0
2319.0,60.0,64.0,7713.0,2007.0,2007.0,728.0,728.0,1456.0,2007.0,7.0,2007.0,178657.794083741,0.0
2320.0,20.0,64.0,7697.0,2007.0,2007.0,1246.0,1258.0,1258.0,2007.0,8.0,2007.0,179731.198023759,0.0
2322.0,20.0,53.0,3710.0,2007.0,2007.0,1266.0,1266.0,1266.0,2007.0,8.0,2007.0,158608.749069322,0.0
2323.0,80.0,65.0,16219.0,2004.0,2005.0,835.0,1119.0,1119.0,2004.0,4.0,2007.0,178807.370559878,0.0
2324.0,80.0,87.0,11084.0,2004.0,2004.0,384.0,744.0,1374.0,2004.0,6.0,2007.0,184187.158803897,0.0
2325.0,20.0,59.0,10936.0,2006.0,2006.0,1510.0,1525.0,1525.0,2006.0,4.0,2007.0,181686.10402108,0.0
2327.0,60.0,63.0,7875.0,2003.0,2003.0,847.0,847.0,1948.0,2003.0,7.0,2007.0,192252.496354076,0.0
2329.0,60.0,58.0,9487.0,2000.0,2000.0,915.0,940.0,1690.0,2000.0,6.0,2007.0,181044.201560887,0.0
2330.0,60.0,59.0,9649.0,1999.0,2000.0,941.0,961.0,1644.0,1999.0,5.0,2007.0,180258.131219792,0.0
2331.0,60.0,100.0,12191.0,1997.0,1998.0,1779.0,1779.0,2551.0,1998.0,6.0,2007.0,199641.657313834,0.0
2332.0,60.0,89.0,10557.0,1998.0,1998.0,1408.0,1671.0,3078.0,1998.0,7.0,2007.0,197530.775205517,0.0
2333.0,60.0,74.0,11002.0,1998.0,1999.0,1389.0,1411.0,2582.0,1998.0,1.0,2007.0,191777.196949138,0.0
2334.0,60.0,83.0,10790.0,1998.0,1998.0,1066.0,1108.0,2385.0,1998.0,5.0,2007.0,195779.543033588,0.0
2335.0,60.0,88.0,11762.0,1992.0,1993.0,1105.0,1105.0,2202.0,1992.0,9.0,2007.0,202112.046522999,0.0
2336.0,60.0,82.0,9044.0,1996.0,1997.0,1325.0,1335.0,2538.0,1996.0,5.0,2007.0,192343.34807661,0.0
2337.0,20.0,75.0,9910.0,2007.0,2007.0,1369.0,1369.0,1369.0,2007.0,9.0,2007.0,185191.359443218,0.0
2338.0,20.0,91.0,11830.0,2007.0,2007.0,1542.0,1542.0,1542.0,2007.0,7.0,2007.0,186760.207965688,0.0
2339.0,20.0,76.0,10612.0,2006.0,2006.0,1524.0,1534.0,1534.0,2006.0,1.0,2007.0,177733.78193528,0.0
2340.0,20.0,98.0,12291.0,2007.0,2007.0,1966.0,1966.0,1966.0,2007.0,10.0,2007.0,164430.391189608,0.0
2341.0,20.0,85.0,9965.0,2007.0,2007.0,1528.0,1528.0,1528.0,2007.0,9.0,2007.0,185299.601552401,0.0
2342.0,20.0,74.0,8847.0,2005.0,2005.0,1538.0,1538.0,1538.0,2005.0,12.0,2007.0,186414.012339254,0.0
2343.0,20.0,70.0,8251.0,2005.0,2006.0,1494.0,1506.0,1506.0,2005.0,4.0,2007.0,176401.921054593,0.0
2344.0,60.0,70.0,9605.0,2006.0,2006.0,982.0,982.0,1977.0,2006.0,7.0,2007.0,182381.322639642,0.0
2345.0,60.0,75.0,8778.0,2006.0,2006.0,1302.0,1302.0,1830.0,2006.0,3.0,2007.0,176334.184710805,0.0
2346.0,20.0,72.0,8640.0,2007.0,2007.0,1338.0,1338.0,1338.0,2007.0,11.0,2007.0,184901.735847457,0.0
2347.0,20.0,75.0,9000.0,2006.0,2007.0,1335.0,1335.0,1335.0,2007.0,6.0,2007.0,180085.766885029,0.0
2348.0,60.0,72.0,8640.0,2007.0,2007.0,896.0,896.0,1792.0,2007.0,11.0,2007.0,184901.735847457,0.0
2349.0,60.0,81.0,10411.0,2007.0,2007.0,725.0,725.0,1588.0,2007.0,7.0,2007.0,183967.561548763,0.0
